"name","notch","supername","package","side"
"Packet70Bed","ce","Packet","net/minecraft/src","1"
"ChunkFile","ee","","net/minecraft/src","1"
"GenLayerZoomVoronoi","kc","GenLayer","net/minecraft/src","1"
"MapGenMineshaft","xg","MapGenStructure","net/minecraft/src","1"
"NoiseGenerator","dj","","net/minecraft/src","1"
"WorldGenHellLava","pg","WorldGenerator","net/minecraft/src","1"
"Packet11PlayerPosition","ag","Packet10Flying","net/minecraft/src","1"
"MathHelper","in","","net/minecraft/src","1"
"BiomeGenHell","v","BiomeGenBase","net/minecraft/src","1"
"EntityMob","hb","EntityCreature","net/minecraft/src","1"
"BlockSandStone","qf","Block","net/minecraft/src","1"
"TileEntityDispenser","be","TileEntity","net/minecraft/src","1"
"ItemLeaves","tq","ItemBlock","net/minecraft/src","1"
"ContainerChest","cf","Container","net/minecraft/src","1"
"BlockReed","qj","Block","net/minecraft/src","1"
"ComponentNetherBridgeCrossing2","xl","ComponentNetherBridgePiece","net/minecraft/src","1"
"Packet254ServerPing","dw","Packet","net/minecraft/src","1"
"Chunk","le","","net/minecraft/src","1"
"GenLayerShore","is","GenLayer","net/minecraft/src","1"
"StructureStrongholdStart","uk","StructureStart","net/minecraft/src","1"
"EnumMobType","qu","","net/minecraft/src","1"
"NBTTagList","rp","NBTBase","net/minecraft/src","1"
"GenLayerTemperature","ph","GenLayer","net/minecraft/src","1"
"EnchantmentModifierDamage","kr","","net/minecraft/src","1"
"ItemSword","pi","Item","net/minecraft/src","1"
"ConsoleLogManager","hm","","net/minecraft/src","1"
"WorldProviderHell","vk","WorldProvider","net/minecraft/src","1"
"TileEntityChest","js","TileEntity","net/minecraft/src","1"
"WorldGenBigMushroom","vi","WorldGenerator","net/minecraft/src","1"
"BlockSapling","hk","BlockFlower","net/minecraft/src","1"
"Packet71Weather","fd","Packet","net/minecraft/src","1"
"WorldGenTrees","xs","WorldGenerator","net/minecraft/src","1"
"GenLayerZoomFuzzy","we","GenLayer","net/minecraft/src","1"
"Packet32EntityLook","rc","Packet30Entity","net/minecraft/src","1"
"IInventory","lp","","net/minecraft/src","1"
"StructureStart","tr","","net/minecraft/src","1"
"ContainerFurnace","bo","Container","net/minecraft/src","1"
"NetworkWriterThread","wv","","net/minecraft/src","1"
"GenLayerDownfallMix","ta","GenLayer","net/minecraft/src","1"
"ItemBucket","bf","Item","net/minecraft/src","1"
"BlockLog","uf","Block","net/minecraft/src","1"
"StatBase","uv","","net/minecraft/src","1"
"DragonPart","ed","Entity","net/minecraft/src","1"
"BlockOreStorage","n","Block","net/minecraft/src","1"
"NetworkListenThread","ep","","net/minecraft/src","1"
"WeightedRandomChoice","cp","","net/minecraft/src","1"
"RecipesWeapons","wp","","net/minecraft/src","1"
"ComponentVillageHouse3","gi","ComponentVillage","net/minecraft/src","1"
"EntityChicken","wk","EntityAnimal","net/minecraft/src","1"
"PlayerCapabilities","vv","","net/minecraft/src","1"
"ItemPickaxe","ba","ItemTool","net/minecraft/src","1"
"IEnchantmentModifier","y","","net/minecraft/src","1"
"ChunkCoordinates","bu","","net/minecraft/src","1"
"BlockVine","nw","Block","net/minecraft/src","1"
"ChunkFolderPattern","cm","","net/minecraft/src","1"
"AchievementList","et","","net/minecraft/src","1"
"IRecipe","dz","","net/minecraft/src","1"
"ChunkProviderHell","pp","","net/minecraft/src","1"
"WorldChunkManagerHell","hj","WorldChunkManager","net/minecraft/src","1"
"ItemMetadata","jm","ItemBlock","net/minecraft/src","1"
"BlockGravel","mm","BlockSand","net/minecraft/src","1"
"ItemAxe","ru","ItemTool","net/minecraft/src","1"
"EntityZombie","tu","EntityMob","net/minecraft/src","1"
"EntityEnderPearl","nd","EntityThrowable","net/minecraft/src","1"
"ChunkProvider","nt","","net/minecraft/src","1"
"ItemSign","ty","Item","net/minecraft/src","1"
"EnumEnchantmentType","pn","","net/minecraft/src","1"
"EntityWaterMob","at","EntityCreature","net/minecraft/src","1"
"WorldGenReed","iu","WorldGenerator","net/minecraft/src","1"
"StructureMineshaftStart","vm","StructureStart","net/minecraft/src","1"
"Packet17Sleep","jz","Packet","net/minecraft/src","1"
"ItemCloth","bj","ItemBlock","net/minecraft/src","1"
"BlockPortal","am","BlockBreakable","net/minecraft/src","1"
"BlockTrapDoor","ny","Block","net/minecraft/src","1"
"ItemMap","wd","ItemMapBase","net/minecraft/src","1"
"EntityTNTPrimed","pz","Entity","net/minecraft/src","1"
"RConThreadQueryAuth","g","","net/minecraft/src","1"
"EntityPainting","px","Entity","net/minecraft/src","1"
"Packet22Collect","dl","Packet","net/minecraft/src","1"
"BlockBookshelf","he","Block","net/minecraft/src","1"
"ItemAppleGold","yb","ItemFood","net/minecraft/src","1"
"BlockFurnace","rx","BlockContainer","net/minecraft/src","1"
"WorldProvider","wn","","net/minecraft/src","1"
"BlockSnow","jr","Block","net/minecraft/src","1"
"BlockEndPortalFrame","yc","Block","net/minecraft/src","1"
"BlockLever","xa","Block","net/minecraft/src","1"
"ComponentNetherBridgeCrossing","uw","ComponentNetherBridgePiece","net/minecraft/src","1"
"Packet10Flying","ij","Packet","net/minecraft/src","1"
"StatTypeDistance","bn","","net/minecraft/src","1"
"RecipesTools","hd","","net/minecraft/src","1"
"BlockLilyPad","gk","BlockFlower","net/minecraft/src","1"
"GenLayerDownfall","ul","GenLayer","net/minecraft/src","1"
"InventoryLargeChest","nr","","net/minecraft/src","1"
"MapGenBase","gd","","net/minecraft/src","1"
"BlockSign","te","BlockContainer","net/minecraft/src","1"
"NetLoginHandler","gq","NetHandler","net/minecraft/src","1"
"BlockMushroomCap","uq","Block","net/minecraft/src","1"
"MaterialLogic","as","Material","net/minecraft/src","1"
"ComponentStrongholdRoomCrossing","kk","ComponentStronghold","net/minecraft/src","1"
"BlockCauldron","fv","Block","net/minecraft/src","1"
"BiomeGenSwamp","sa","BiomeGenBase","net/minecraft/src","1"
"RConOutputStream","ez","","net/minecraft/src","1"
"GuiStatsListener","ll","","net/minecraft/src","1"
"Packet200Statistic","nq","Packet","net/minecraft/src","1"
"SpawnerAnimals","cs","","net/minecraft/src","1"
"WorldGenTaiga2","wf","WorldGenerator","net/minecraft/src","1"
"BlockSilverfish","pu","Block","net/minecraft/src","1"
"ContainerWorkbench","iw","Container","net/minecraft/src","1"
"NetworkManager","oo","","net/minecraft/src","1"
"PropertyManager","qt","","net/minecraft/src","1"
"ComponentVillageWell","ov","ComponentVillage","net/minecraft/src","1"
"ContainerPlayer","aa","Container","net/minecraft/src","1"
"EntityFireball","ch","Entity","net/minecraft/src","1"
"WorldChunkManager","xe","","net/minecraft/src","1"
"ComponentVillageHall","s","ComponentVillage","net/minecraft/src","1"
"BlockDeadBush","jc","BlockFlower","net/minecraft/src","1"
"ItemSaddle","rb","Item","net/minecraft/src","1"
"EnchantmentHelper","tc","","net/minecraft/src","1"
"StatTypeSimple","bt","","net/minecraft/src","1"
"Packet61DoorChange","fu","Packet","net/minecraft/src","1"
"EntityCow","ca","EntityAnimal","net/minecraft/src","1"
"Empty2","if","","net/minecraft/src","1"
"Enchantment","mq","","net/minecraft/src","1"
"MapGenNetherBridge","kh","MapGenStructure","net/minecraft/src","1"
"BlockDispenser","wz","BlockContainer","net/minecraft/src","1"
"BiomeGenTaiga","i","BiomeGenBase","net/minecraft/src","1"
"BlockPane","wh","Block","net/minecraft/src","1"
"BlockEndPortal","t","BlockContainer","net/minecraft/src","1"
"Packet51MapChunk","em","Packet","net/minecraft/src","1"
"ComponentVillageRoadPiece","cw","ComponentVillage","net/minecraft/src","1"
"Packet9Respawn","oi","Packet","net/minecraft/src","1"
"IntHashMapEntry","vx","","net/minecraft/src","1"
"IntHashMap","jw","","net/minecraft/src","1"
"ItemMapBase","cr","Item","net/minecraft/src","1"
"NibbleArray","vq","","net/minecraft/src","1"
"BlockStoneBrick","qc","Block","net/minecraft/src","1"
"EntityBoat","gh","Entity","net/minecraft/src","1"
"Block","tl","","net/minecraft/src","1"
"LongHashMap","gc","","net/minecraft/src","1"
"Packet40EntityMetadata","tp","Packet","net/minecraft/src","1"
"ComponentNetherBridgeCorridor4","mk","ComponentNetherBridgePiece","net/minecraft/src","1"
"ComponentNetherBridgeCorridor2","dh","ComponentNetherBridgePiece","net/minecraft/src","1"
"EntityBlaze","mh","EntityMob","net/minecraft/src","1"
"MapData","iy","WorldSavedData","net/minecraft/src","1"
"BlockFlower","vg","Block","net/minecraft/src","1"
"StringTranslate","mr","","net/minecraft/src","1"
"ThreadMonitorConnection","wt","","net/minecraft/src","1"
"ServerGUI","tw","","net/minecraft/src","1"
"ICommandListener","sb","","net/minecraft/src","1"
"BlockMobSpawner","dg","BlockContainer","net/minecraft/src","1"
"Packet0KeepAlive","ls","Packet","net/minecraft/src","1"
"Packet60Explosion","qo","Packet","net/minecraft/src","1"
"MinecraftException","tj","","net/minecraft/src","1"
"WorldSavedData","hs","","net/minecraft/src","1"
"RConThreadClient","o","RConThreadBase","net/minecraft/src","1"
"FoodStats","rd","","net/minecraft/src","1"
"ItemFlintAndSteel","xm","Item","net/minecraft/src","1"
"WorldGenSpikes","nn","WorldGenerator","net/minecraft/src","1"
"RedstoneUpdateInfo","xd","","net/minecraft/src","1"
"SlotEnchantment","c","Slot","net/minecraft/src","1"
"EntityDamageSourceIndirect","hu","EntityDamageSource","net/minecraft/src","1"
"StructurePieceBlockSelector","cb","","net/minecraft/src","1"
"MapGenCaves","rq","MapGenBase","net/minecraft/src","1"
"ChunkProviderServer","kw","","net/minecraft/src","1"
"EntityList","jd","","net/minecraft/src","1"
"BlockPistonExtension","k","Block","net/minecraft/src","1"
"ChunkProviderEnd","fy","","net/minecraft/src","1"
"ComponentMineshaftStairs","kq","StructureComponent","net/minecraft/src","1"
"BlockGlowStone","lr","Block","net/minecraft/src","1"
"WorldServer","fp","World","net/minecraft/src","1"
"ServerGuiFocusAdapter","ae","","net/minecraft/src","1"
"GenLayerTemperatureMix","dp","GenLayer","net/minecraft/src","1"
"NBTTagByteArray","ht","NBTBase","net/minecraft/src","1"
"ComponentVillageStartPiece","j","ComponentVillageWell","net/minecraft/src","1"
"ComponentStrongholdLibrary","mg","ComponentStronghold","net/minecraft/src","1"
"ChunkProviderGenerate","xo","","net/minecraft/src","1"
"WorldGenClay","me","WorldGenerator","net/minecraft/src","1"
"BlockLadder","ds","Block","net/minecraft/src","1"
"MinecraftServer","MinecraftServer","","net/minecraft/server","1"
